p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position,age,cumulative_minutes_played,cumulative_games_played,minutes_per_game_prev_seasons,avg_days_injured_prev_seasons,avg_games_per_season_prev_seasons,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season
dwightgayle,2017,15,299,2.061,35,36,3.549,73,17/10/1990,"175,50","74,83",England,Medium/Medium,"82,33","60,17","74,00",Forward,27,,,,,,"24,29633959","3,0",2,,,
dwightgayle,2019,156,299,908,20,27,3.549,73,17/10/1990,"175,50","74,83",England,Medium/Medium,"82,33","60,17","74,00",Forward,29,2.061,35,"58,89","15,00","35,00","24,29633959","3,0",2,0,299,15
dwightgayle,2020,97,299,580,18,27,3.549,73,17/10/1990,"175,50","74,83",England,Medium/Medium,"82,33","60,17","74,00",Forward,30,2.969,55,"53,98","85,50","27,50","24,29633959","3,0",2,1,598,156
dwightmcneil,2019,21,41,3.501,38,38,8.387,96,22/11/1999,"183,00","68,67",England,High/High,"74,67","63,67","71,33",Midfielder,20,,,,,,"20,50424518","4,0",3,,,
dwightmcneil,2020,20,41,3.231,36,36,8.387,96,22/11/1999,"183,00","68,67",England,High/High,"74,67","63,67","71,33",Midfielder,21,3.501,38,"92,13","21,00","38,00","20,50424518","4,0",3,0,41,21
eberechieze,2020,166,166,2.684,34,36,2.684,34,29/06/1998,"173,00","67,00",England,Medium/Medium,"70,75","62,00","66,00",Midfielder,22,,,,,,"22,38631428","3,0",3,,,
edenhazard,2016,97,463,3.072,36,36,8.661,107,7/01/1991,"173,67","74,33",Belgium,High/Medium,"90,00","65,50","89,50",Forward,25,,,,,,"24,64623988","3,5",2,,,
edenhazard,2018,19,463,3.071,37,37,8.661,107,7/01/1991,"173,67","74,33",Belgium,High/Medium,"90,00","65,50","89,50",Forward,27,3.072,36,"85,33","97,00","36,00","24,64623988","3,5",2,0,463,97
edimilsonfernandes,2017,144,351,885,14,19,1.992,42,15/04/1996,"189,00","73,50",Switzerland,High/Medium,"75,17","67,67","69,67",Midfielder,21,,,,,,"20,57613169","3,5",3,,,
edinsoncavani,2020,42,234,1.473,26,26,1.473,26,14/02/1987,"184,40","73,40",Uruguay,High/High,"76,00","81,40","86,80",Forward,33,,,,,,"21,58610208","4,0",2,,,
eliaquimmangala,2017,262,452,668,11,26,668,11,13/02/1991,"187,00","84,00",France,Medium/High,"67,17","82,50","77,50",Defender,26,,,,,,"24,02127599","3,5",1,,,
eliaskachunga,2017,147,173,1.378,19,20,2.629,39,22/04/1992,"178,00","74,00",DR Congo,High/Medium,"80,50","69,17","70,33",Forward,25,,,,,,"23,35563691","3,5",2,,,
emersonhyndman,2018,32,368,42,1,4,101,2,9/04/1996,"170,67","61,00",United States,High/Medium,"66,67","45,83","66,00",Midfielder,22,,,,,,"20,94268799","3,5",3,,,
emilesmithrowe,2018,210,327,0,0,3,1.595,22,28/07/2000,"182,00","64,00",England,High/Medium,"78,00","46,00","64,67",Midfielder,18,,,,,,"19,32133800","3,5",3,,,
emilesmithrowe,2019,25,327,102,2,4,1.595,22,28/07/2000,"182,00","64,00",England,High/Medium,"78,00","46,00","64,67",Midfielder,19,0,0,,"210,00","0,00","19,32133800","3,5",3,1,327,210
emilesmithrowe,2020,92,327,1.493,20,23,1.595,22,28/07/2000,"182,00","64,00",England,High/Medium,"78,00","46,00","64,67",Midfielder,20,102,2,"51,00","117,50","1,00","19,32133800","3,5",3,0,654,25
emilkrafth,2019,151,226,1.035,17,31,2.380,33,2/08/1994,"181,00","75,50",Sweden,High/Medium,"75,00","70,83","72,17",Defender,25,,,,,,"23,04569458","3,5",1,,,
emilkrafth,2020,52,226,1.345,16,33,2.380,33,2/08/1994,"181,00","75,50",Sweden,High/Medium,"75,00","70,83","72,17",Defender,26,1.035,17,"60,88","151,00","17,00","23,04569458","3,5",1,1,226,151
emrecan,2016,39,187,2.513,32,33,4.712,58,12/01/1994,"185,67","82,67",Germany,Medium/Medium,"72,33","83,33","79,67",Midfielder,22,,,,,,"23,98073805","3,0",3,,,
emrecan,2017,68,187,2.199,26,29,4.712,58,12/01/1994,"185,67","82,67",Germany,Medium/Medium,"72,33","83,33","79,67",Midfielder,23,2.513,32,"78,53","39,00","32,00","23,98073805","3,0",3,0,187,39
endastevens,2019,12,80,3.526,38,38,6.376,68,9/07/1990,"183,00","78,00",Republic of Ireland,High/Medium,"70,67","68,00","70,00",Defender,29,,,,,,"23,29122996","3,5",1,,,
endastevens,2020,68,80,2.850,30,30,6.376,68,9/07/1990,"183,00","78,00",Republic of Ireland,High/Medium,"70,67","68,00","70,00",Defender,30,3.526,38,"92,79","12,00","38,00","23,29122996","3,5",1,0,80,12
ericbailly,2016,38,533,2.170,25,27,5.062,66,12/04/1994,"186,67","77,00",Ivory Coast,Medium/High,"76,67","80,33","80,00",Defender,22,,,,,,"22,09821429","3,5",1,,,
ericbailly,2017,121,533,1.060,13,18,5.062,66,12/04/1994,"186,67","77,00",Ivory Coast,Medium/High,"76,67","80,33","80,00",Defender,23,2.170,25,"86,80","38,00","25,00","22,09821429","3,5",1,0,533,38
ericbailly,2018,130,533,694,12,21,5.062,66,12/04/1994,"186,67","77,00",Ivory Coast,Medium/High,"76,67","80,33","80,00",Defender,24,3.230,38,"85,00","79,50","19,00","22,09821429","3,5",1,1,1.066,121
ericbailly,2019,174,533,168,4,14,5.062,66,12/04/1994,"186,67","77,00",Ivory Coast,Medium/High,"76,67","80,33","80,00",Defender,25,3.924,50,"78,48","96,33","16,67","22,09821429","3,5",1,1,1.599,130
ericbailly,2020,70,533,970,12,26,5.062,66,12/04/1994,"186,67","77,00",Ivory Coast,Medium/High,"76,67","80,33","80,00",Defender,26,4.092,54,"75,78","115,75","13,50","22,09821429","3,5",1,1,2.132,174
ericdier,2016,14,152,3.209,36,37,11.846,137,15/01/1994,"188,67","88,17",England,Medium/High,"61,50","83,00","78,50",Defender,22,,,,,,"24,76931913","3,5",1,,,
ericdier,2018,113,152,1.579,20,24,11.846,137,15/01/1994,"188,67","88,17",England,Medium/High,"61,50","83,00","78,50",Defender,24,3.209,36,"89,14","14,00","36,00","24,76931913","3,5",1,0,152,14
ericdier,2019,13,152,1.426,19,32,11.846,137,15/01/1994,"188,67","88,17",England,Medium/High,"61,50","83,00","78,50",Defender,25,4.788,56,"85,50","63,50","28,00","24,76931913","3,5",1,0,304,113
ericdier,2020,12,152,2.660,28,37,11.846,137,15/01/1994,"188,67","88,17",England,Medium/High,"61,50","83,00","78,50",Defender,26,6.214,75,"82,85","46,67","25,00","24,76931913","3,5",1,0,456,13
erikdurm,2018,83,581,2.177,28,30,2.177,28,12/05/1992,"182,83","71,67",Germany,High/Medium,"79,17","70,50","75,17",Defender,26,,,,,,"21,43909510","3,5",1,,,
eriklamela,2016,388,652,633,9,9,4.686,101,4/03/1992,"183,17","76,67",Argentina,High/High,"76,67","66,67","80,00",Midfielder,24,,,,,,"22,85144655","4,0",3,,,
eriklamela,2018,133,652,1.032,19,22,4.686,101,4/03/1992,"183,17","76,67",Argentina,High/High,"76,67","66,67","80,00",Midfielder,26,633,9,"70,33","388,00","9,00","22,85144655","4,0",3,1,652,388
eriklamela,2019,78,652,1.291,25,27,4.686,101,4/03/1992,"183,17","76,67",Argentina,High/High,"76,67","66,67","80,00",Midfielder,27,1.665,28,"59,46","260,50","14,00","22,85144655","4,0",3,1,1.304,133
eriklamela,2020,53,652,808,23,28,4.686,101,4/03/1992,"183,17","76,67",Argentina,High/High,"76,67","66,67","80,00",Midfielder,28,2.956,53,"55,77","199,67","17,67","22,85144655","4,0",3,0,1.956,78
erikpieters,2017,17,50,2.860,31,32,9.518,111,7/08/1988,"183,17","85,67",Netherlands,Medium/High,"66,33","78,33","74,33",Defender,29,,,,,,"25,53400767","3,5",1,,,
erikpieters,2020,33,50,1.345,20,32,9.518,111,7/08/1988,"183,17","85,67",Netherlands,Medium/High,"66,33","78,33","74,33",Defender,32,2.860,31,"92,26","17,00","31,00","25,53400767","3,5",1,0,50,17
ethanampadu,2017,123,370,15,1,12,2.210,26,14/09/2000,"182,67","72,67",Wales,Medium/Medium,"60,00","65,00","65,67",Defender,17,,,,,,"21,77793170","3,0",1,,,
ethanampadu,2018,76,370,0,0,4,2.210,26,14/09/2000,"182,67","72,67",Wales,Medium/Medium,"60,00","65,00","65,67",Defender,18,15,1,"15,00","123,00","1,00","21,77793170","3,0",1,1,370,123
ethanampadu,2020,39,370,2.195,25,29,2.210,26,14/09/2000,"182,67","72,67",Wales,Medium/Medium,"60,00","65,00","65,67",Defender,20,15,1,"15,00","99,50","0,50","21,77793170","3,0",1,0,740,76
ezrikonsa,2019,17,29,2.142,25,38,5.469,61,6/04/1998,"183,00","77,00",England,Medium/Medium,"74,80","67,60","65,00",Defender,21,,,,,,"22,99262444","3,0",1,,,
ezrikonsa,2020,12,29,3.327,36,36,5.469,61,6/04/1998,"183,00","77,00",England,Medium/Medium,"74,80","67,60","65,00",Defender,22,2.142,25,"85,68","17,00","25,00","22,99262444","3,0",1,0,29,17
fabiandelph,2016,126,536,254,7,13,4.426,64,21/11/1989,"174,00","69,00",England,High/High,"73,00","73,67","77,67",Midfielder,27,,,,,,"22,79032897","4,0",3,,,
fabiandelph,2017,61,536,1.826,22,25,4.426,64,21/11/1989,"174,00","69,00",England,High/High,"73,00","73,67","77,67",Midfielder,28,254,7,"36,29","126,00","7,00","22,79032897","4,0",3,1,536,126
fabiandelph,2018,60,536,771,11,17,4.426,64,21/11/1989,"174,00","69,00",England,High/High,"73,00","73,67","77,67",Midfielder,29,2.080,29,"71,72","93,50","14,50","22,79032897","4,0",3,0,1.072,61
fabiandelph,2019,205,536,1.279,16,17,4.426,64,21/11/1989,"174,00","69,00",England,High/High,"73,00","73,67","77,67",Midfielder,30,2.851,40,"71,28","82,33","13,33","22,79032897","4,0",3,0,1.608,60
fabiandelph,2020,84,536,296,8,15,4.426,64,21/11/1989,"174,00","69,00",England,High/High,"73,00","73,67","77,67",Midfielder,31,4.130,56,"73,75","113,00","14,00","22,79032897","4,0",3,1,2.144,205
fabioborini,2016,112,201,1.841,24,26,1.841,24,23/03/1991,"180,00","74,00",Italy,High/Medium,"76,25","69,50","76,00",Forward,25,,,,,,"22,83950617","3,5",2,,,
fikayotomori,2019,36,36,1.358,15,27,1.408,16,19/12/1997,"185,00","75,60",England,Medium/Medium,"76,20","67,40","67,20",Defender,22,,,,,,"22,08911614","3,0",1,,,
florianlejeune,2017,28,515,2.219,24,28,3.795,42,20/05/1991,"188,83","85,00",France,Medium/High,"49,50","80,17","76,83",Defender,26,,,,,,"23,83754944","3,5",1,,,
florianlejeune,2018,394,515,1.110,12,13,3.795,42,20/05/1991,"188,83","85,00",France,Medium/High,"49,50","80,17","76,83",Defender,27,2.219,24,"92,46","28,00","24,00","23,83754944","3,5",1,0,515,28
florianlejeune,2019,86,515,466,6,12,3.795,42,20/05/1991,"188,83","85,00",France,Medium/High,"49,50","80,17","76,83",Defender,28,3.329,36,"92,47","211,00","18,00","23,83754944","3,5",1,1,1.030,394
florinandone,2019,702,818,147,3,3,1.095,26,11/04/1993,"180,67","78,00",Romania,High/High,"76,00","78,00","75,83",Forward,26,,,,,,"23,89673343","4,0",2,,,
florinandone,2020,64,818,0,0,1,1.095,26,11/04/1993,"180,67","78,00",Romania,High/High,"76,00","78,00","75,83",Forward,27,147,3,"49,00","702,00","3,00","23,89673343","4,0",2,1,818,702
floringardos,2016,95,95,0,0,3,0,0,29/10/1988,"193,00","86,40",Romania,Medium/High,"46,00","71,80","70,20",Defender,28,,,,,,"23,19525356","3,5",1,,,
fraizercampbell,2016,77,77,214,12,24,214,12,13/09/1987,"172,00","81,83",England,High/Medium,"75,00","66,67","69,83",Forward,29,,,,,,"27,66134848","3,5",2,,,
franciscoquelin,2016,33,411,1.864,29,35,2.045,36,13/05/1991,"177,33","74,00",France,Medium/High,"69,67","79,67","79,50",Midfielder,25,,,,,,"23,53157329","3,5",3,,,
franciscoquelin,2017,232,411,181,7,19,2.045,36,13/05/1991,"177,33","74,00",France,Medium/High,"69,67","79,67","79,50",Midfielder,26,1.864,29,"64,28","33,00","29,00","23,53157329","3,5",3,0,411,33
fraserforster,2016,11,11,3.610,38,38,6.365,67,17/03/1988,"201,00","92,50",England,Medium/Medium,,,"76,00",Goalkeeper,28,,,,,,"22,89547288","3,0",0,,,
frederikalves,2020,31,31,0,0,11,0,0,8/11/1999,"189,00","78,00",Denmark,Medium/Medium,"55,00","64,00","60,00",Defender,21,,,,,,"21,83589485","3,0",1,,,
garethbale,2020,68,381,973,20,30,973,20,16/07/1989,"184,00","77,83",Wales,High/Medium,"92,67","76,33","87,00",Midfielder,31,,,,,,"22,98952426","3,5",3,,,
garethbarry,2017,104,104,2.022,25,25,4.241,58,23/02/1981,"183,00","78,50",England,Medium/High,"34,75","75,00","77,75",Midfielder,36,,,,,,"23,44053271","3,5",3,,,
garethmcauley,2016,92,147,3.308,36,36,3.799,45,5/12/1979,"192,60","89,20",Northern Ireland,Low/High,"35,00","71,00","74,00",Defender,37,,,,,,"24,04652301","3,0",1,,,
garycahill,2018,142,317,32,2,10,9.986,111,19/12/1985,"193,00","86,67",England,Medium/Medium,"54,67","76,00","80,83",Defender,33,,,,,,"23,26684385","3,0",1,,,
garycahill,2019,36,317,2.288,25,27,9.986,111,19/12/1985,"193,00","86,67",England,Medium/Medium,"54,67","76,00","80,83",Defender,34,32,2,"16,00","142,00","2,00","23,26684385","3,0",1,1,317,142
garycahill,2020,139,317,1.900,20,27,9.986,111,19/12/1985,"193,00","86,67",England,Medium/Medium,"54,67","76,00","80,83",Defender,35,2.320,27,"85,93","89,00","13,50","23,26684385","3,0",1,0,634,36
garymadine,2018,16,16,57,5,12,57,5,24/08/1990,"191,33","75,00",England,High/Low,"57,67","77,83","67,00",Forward,28,,,,,,"20,48707645","3,0",2,,,
geoffcameron,2016,126,160,1.723,19,21,3.332,39,11/07/1985,"191,00","84,00",United States,Medium/Medium,"62,50","76,33","74,00",Defender,31,,,,,,"23,02568460","3,0",1,,,
geoffcameron,2017,34,160,1.609,20,28,3.332,39,11/07/1985,"191,00","84,00",United States,Medium/Medium,"62,50","76,33","74,00",Defender,32,1.723,19,"90,68","126,00","19,00","23,02568460","3,0",1,1,160,126
georgebaldock,2020,24,24,2.939,32,35,6.549,70,9/03/1993,"175,50","67,83",England,High/Medium,"76,17","72,17","67,17",Defender,27,,,,,,"22,02363076","3,5",1,,,
georgefriend,2016,104,463,2.080,24,24,2.080,24,19/10/1987,"188,00","83,17",England,High/High,"69,33","75,00","71,17",Midfielder,29,,,,,,"23,53063226","4,0",3,,,
georginiowijnaldum,2016,25,94,3.119,36,37,14.630,179,11/11/1990,"175,00","70,67",Netherlands,High/High,"79,00","74,17","82,33",Midfielder,26,,,,,,"23,07482993","4,0",3,,,
georginiowijnaldum,2017,11,94,2.522,33,35,14.630,179,11/11/1990,"175,00","70,67",Netherlands,High/High,"79,00","74,17","82,33",Midfielder,27,3.119,36,"86,64","25,00","36,00","23,07482993","4,0",3,0,94,25
georginiowijnaldum,2018,47,94,2.846,35,35,14.630,179,11/11/1990,"175,00","70,67",Netherlands,High/High,"79,00","74,17","82,33",Midfielder,28,5.641,69,"81,75","18,00","34,50","23,07482993","4,0",3,0,188,11
georginiowijnaldum,2019,11,94,3.058,37,37,14.630,179,11/11/1990,"175,00","70,67",Netherlands,High/High,"79,00","74,17","82,33",Midfielder,29,8.487,104,"81,61","27,67","34,67","23,07482993","4,0",3,0,282,47
giovanilocelso,2019,55,197,1.589,28,32,2.574,46,9/04/1996,"175,50","68,83",Argentina,High/High,"74,17","64,17","74,33",Midfielder,23,,,,,,"22,34830345","4,0",3,,,
giovanilocelso,2020,134,197,985,18,20,2.574,46,9/04/1996,"175,50","68,83",Argentina,High/High,"74,17","64,17","74,33",Midfielder,24,1.589,28,"56,75","55,00","28,00","22,34830345","4,0",3,0,197,55
glenjohnson,2016,85,85,2.070,23,24,2.641,32,23/08/1984,"182,00","72,67",England,High/Low,"75,00","74,00","76,33",Defender,32,,,,,,"21,93776919","3,0",1,,,
glennmurray,2017,21,60,2.300,35,36,5.814,96,25/09/1983,"184,20","82,40",England,Low/Medium,"39,80","71,20","74,60",Forward,34,,,,,,"24,28555092","2,5",2,,,
glennmurray,2018,27,60,2.636,38,38,5.814,96,25/09/1983,"184,20","82,40",England,Low/Medium,"39,80","71,20","74,60",Forward,35,2.300,35,"65,71","21,00","35,00","24,28555092","2,5",2,0,60,21
glennmurray,2019,12,60,878,23,37,5.814,96,25/09/1983,"184,20","82,40",England,Low/Medium,"39,80","71,20","74,60",Forward,36,4.936,73,"67,62","24,00","36,50","24,28555092","2,5",2,0,120,27
glennwhelan,2016,12,26,2.395,30,35,2.395,30,13/01/1984,"180,00","80,00",Republic of Ireland,Medium/High,"42,33","71,50","72,33",Midfielder,32,,,,,,"24,69135802","3,5",3,,,
gradydiangana,2020,43,70,1.292,20,29,1.948,37,19/04/1998,"180,33","73,00",England,High/Medium,"79,67","55,33","66,33",Midfielder,22,,,,,,"22,44764778","3,5",3,,,
granitxhaka,2016,10,90,2.666,32,33,14.120,161,27/09/1992,"185,00","81,67",Switzerland,Medium/Medium,"50,50","77,67","81,50",Midfielder,24,,,,,,"23,86169954","3,0",3,,,
granitxhaka,2017,9,90,3.421,38,38,14.120,161,27/09/1992,"185,00","81,67",Switzerland,Medium/Medium,"50,50","77,67","81,50",Midfielder,25,2.666,32,"83,31","10,00","32,00","23,86169954","3,0",3,0,90,10
granitxhaka,2018,46,90,2.626,29,31,14.120,161,27/09/1992,"185,00","81,67",Switzerland,Medium/Medium,"50,50","77,67","81,50",Midfielder,26,6.087,70,"86,96","9,50","35,00","23,86169954","3,0",3,0,180,9
granitxhaka,2019,25,90,2.721,31,31,14.120,161,27/09/1992,"185,00","81,67",Switzerland,Medium/Medium,"50,50","77,67","81,50",Midfielder,27,8.713,99,"88,01","21,67","33,00","23,86169954","3,0",3,0,270,46
granthanley,2019,208,222,1.332,15,18,1.332,15,20/11/1991,"188,33","79,33",Scotland,Low/Medium,"60,00","74,33","71,00",Defender,28,,,,,,"22,36666928","2,5",1,,,
gregcunningham,2018,26,2.398,665,7,27,665,7,31/01/1991,"183,00","70,00",Republic of Ireland,Medium/High,"76,33","73,67","71,33",Defender,27,,,,,,"20,90238586","3,5",1,,,
gregluer,2016,366,366,0,0,2,0,0,6/12/1994,"180,00","73,00",England,High/Medium,"71,33","55,33","58,33",Forward,22,,,,,,"22,53086420","3,5",2,,,
guidocarrillo,2017,25,229,472,7,8,472,7,25/05/1991,"190,33","87,33",Argentina,Medium/Medium,"59,83","75,17","73,50",Forward,26,,,,,,"24,10739754","3,0",2,,,
hakimziyech,2020,73,167,1.224,23,28,1.224,23,19/03/1993,"180,33","67,50",Morocco,High/High,"76,17","64,67","81,67",Midfielder,27,,,,,,"20,75638665","4,0",3,,,
harrisonreed,2020,54,149,2.371,31,32,2.443,34,27/01/1995,"173,83","72,33",England,Medium/High,"66,33","68,17","69,50",Midfielder,25,,,,,,"23,93714569","3,5",3,,,
harryarter,2016,6,191,3.127,35,36,6.214,73,28/12/1989,"176,67","70,00",Republic of Ireland,High/High,"64,17","74,33","74,17",Midfielder,27,,,,,,"22,42791029","4,0",3,,,
harryarter,2018,99,191,2.076,25,27,6.214,73,28/12/1989,"176,67","70,00",Republic of Ireland,High/High,"64,17","74,33","74,17",Midfielder,29,3.127,35,"89,34","6,00","35,00","22,42791029","4,0",3,0,191,6
harrykane,2016,73,309,2.611,30,30,14.341,159,28/07/1993,"188,00","80,50",England,High/High,"70,83","82,00","85,67",Forward,23,,,,,,"22,77614305","4,0",2,,,
harrykane,2017,35,309,3.223,37,37,14.341,159,28/07/1993,"188,00","80,50",England,High/High,"70,83","82,00","85,67",Forward,24,2.611,30,"87,03","73,00","30,00","22,77614305","4,0",2,0,309,73
harrykane,2018,93,309,2.547,28,28,14.341,159,28/07/1993,"188,00","80,50",England,High/High,"70,83","82,00","85,67",Forward,25,5.834,67,"87,07","54,00","33,50","22,77614305","4,0",2,0,618,35
harrykane,2019,90,309,2.721,29,29,14.341,159,28/07/1993,"188,00","80,50",England,High/High,"70,83","82,00","85,67",Forward,26,8.381,95,"88,22","67,00","31,67","22,77614305","4,0",2,0,927,93
harrykane,2020,18,309,3.239,35,35,14.341,159,28/07/1993,"188,00","80,50",England,High/High,"70,83","82,00","85,67",Forward,27,11.102,124,"89,53","72,75","31,00","22,77614305","4,0",2,0,1.236,90
harrymaguire,2018,44,79,2.830,31,32,15.700,170,5/03/1993,"192,00","93,00",England,High/High,"47,67","82,00","77,33",Defender,25,,,,,,"25,22786458","4,0",1,,,
harrymaguire,2020,35,79,3.213,34,34,15.700,170,5/03/1993,"192,00","93,00",England,High/High,"47,67","82,00","77,33",Defender,27,2.830,31,"91,29","44,00","31,00","25,22786458","4,0",1,0,79,44
harrywilson,2019,20,74,1.716,31,34,1.716,31,22/03/1997,"172,40","70,00",Wales,Medium/Medium,"76,60","47,80","68,40",Midfielder,22,,,,,,"23,55176813","3,0",3,,,
harrywinks,2016,59,340,620,21,27,6.400,109,2/02/1996,"176,67","71,00",England,Medium/High,"71,33","62,17","71,50",Midfielder,20,,,,,,"22,74830901","3,5",3,,,
harrywinks,2017,186,340,830,16,21,6.400,109,2/02/1996,"176,67","71,00",England,Medium/High,"71,33","62,17","71,50",Midfielder,21,620,21,"29,52","59,00","21,00","22,74830901","3,5",3,0,340,59
harrywinks,2018,81,340,1.707,26,28,6.400,109,2/02/1996,"176,67","71,00",England,Medium/High,"71,33","62,17","71,50",Midfielder,22,1.450,37,"39,19","122,50","18,50","22,74830901","3,5",3,1,680,186
harrywinks,2019,8,340,2.332,31,36,6.400,109,2/02/1996,"176,67","71,00",England,Medium/High,"71,33","62,17","71,50",Midfielder,23,3.157,63,"50,11","108,67","21,00","22,74830901","3,5",3,0,1.020,81
harrywinks,2020,6,340,911,15,30,6.400,109,2/02/1996,"176,67","71,00",England,Medium/High,"71,33","62,17","71,50",Midfielder,24,5.489,94,"58,39","83,50","23,50","22,74830901","3,5",3,0,1.360,8
harveybarnes,2020,122,122,2.041,25,26,5.286,80,9/12/1997,"176,40","66,80",England,High/Medium,"75,40","53,60","68,40",Midfielder,23,,,,,,"21,46739270","3,5",3,,,
henrikhmkhitaryan,2016,43,258,1.414,24,26,5.046,78,21/01/1989,"177,00","75,00",Armenia,High/High,"82,17","68,33","82,67",Midfielder,27,,,,,,"23,93948099","4,0",3,,,
henrikhmkhitaryan,2017,23,258,1.782,26,27,5.046,78,21/01/1989,"177,00","75,00",Armenia,High/High,"82,17","68,33","82,67",Midfielder,28,1.414,24,"58,92","43,00","24,00","23,93948099","4,0",3,0,258,43
henrikhmkhitaryan,2018,70,258,1.729,25,28,5.046,78,21/01/1989,"177,00","75,00",Armenia,High/High,"82,17","68,33","82,67",Midfielder,29,3.196,50,"63,92","33,00","25,00","23,93948099","4,0",3,0,516,23
henrikhmkhitaryan,2019,85,258,121,3,4,5.046,78,21/01/1989,"177,00","75,00",Armenia,High/High,"82,17","68,33","82,67",Midfielder,30,4.925,75,"65,67","45,33","25,00","23,93948099","4,0",3,0,774,70
henrilansbury,2019,14,14,222,10,29,222,10,12/10/1990,"184,33","85,00",England,Medium/Medium,"61,17","74,17","71,67",Midfielder,29,,,,,,"25,01561432","3,0",3,,,
hugolloris,2016,31,212,3.170,34,34,15.243,162,26/12/1986,"188,00","80,67",France,Medium/Medium,,,"87,33",Goalkeeper,30,,,,,,"22,82329863","3,0",0,,,
hugolloris,2017,14,212,3.420,36,36,15.243,162,26/12/1986,"188,00","80,67",France,Medium/Medium,,,"87,33",Goalkeeper,31,3.170,34,"93,24","31,00","34,00","22,82329863","3,0",0,0,212,31
hugolloris,2018,40,212,3.135,33,33,15.243,162,26/12/1986,"188,00","80,67",France,Medium/Medium,,,"87,33",Goalkeeper,32,6.590,70,"94,14","22,50","35,00","22,82329863","3,0",0,0,424,14
hugolloris,2019,116,212,1.908,21,21,15.243,162,26/12/1986,"188,00","80,67",France,Medium/Medium,,,"87,33",Goalkeeper,33,9.725,103,"94,42","28,33","34,33","22,82329863","3,0",0,0,636,40
hugolloris,2020,11,212,3.610,38,38,15.243,162,26/12/1986,"188,00","80,67",France,Medium/Medium,,,"87,33",Goalkeeper,34,11.633,124,"93,81","50,25","31,00","22,82329863","3,0",0,0,848,116
